appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
397160,Aurora Dusk: Steam Age,Sylvain Harlaut,Sylvain Harlaut,,244,45,0,"0 .. 20,000",0,0,0,0,9.99,9.99,0,6
428200,Attack Heroes,Ejoy Games,Ejoy Games,,158,69,0,"0 .. 20,000",0,0,0,0,9.99,9.99,0,0
451400,Meridian: Squad 22,Elder Games,Headup Publishing,,82,44,0,"0 .. 20,000",0,0,0,0,14.99,14.99,0,1
460780,Avadon 3: The Warborn,Spiderweb Software,Spiderweb Software,,107,10,0,"0 .. 20,000",0,0,0,0,19.99,19.99,0,1
466070,Spa Mania,Blue Lizard Games,Big Fish Games,,4,2,0,"0 .. 20,000",0,0,0,0,6.99,6.99,0,0
492530,The Dark Legions,Mascot Entertainment,Mascot Entertainment,,118,22,0,"0 .. 20,000",0,0,0,0,1.99,1.99,0,1
492170,Planet Driller,Oryzhon Studios,Oryzhon Studios,,46,27,0,"0 .. 20,000",0,0,0,0,1.99,1.99,0,0
490300,Rabbit Island,Serhii Vitukhin,Serhii Vitukhin,,23,10,0,"0 .. 20,000",0,0,0,0,1.99,1.99,0,0
493110,KOTH,Abbeytek Ltd,Abbeytek Ltd,,13,2,0,"0 .. 20,000",0,0,0,0,3.14,6.99,55,0
466920,Mugen Souls Z,Idea Factory,Ghostlight LTD,,71,22,0,"0 .. 20,000",0,0,0,0,19.99,19.99,0,0
535260,Save Home,BadWolf Games,HandMade Games,,31,22,0,"0 .. 20,000",0,0,0,0,4.99,4.99,0,213
546350,Craft Keep VR,Strange Fire,Excalibur Publishing,,75,45,0,"0 .. 20,000",0,0,0,0,5.09,14.99,66,0
577180,Sin Castle,Primary cells studio,Primary cells studio,,77,20,0,"0 .. 20,000",0,0,0,0,4.99,4.99,0,0
614050,Clumsy Knight 2,BIG WOOD GAMES,BIG WOOD GAMES,,7,12,0,"0 .. 20,000",0,0,0,0,2.99,2.99,0,0
566490,Keen: One Girl Army,Cat Nigiri,"Phoenixx Inc., 2P Games",,137,4,0,"0 .. 20,000",0,0,0,0,4.99,4.99,0,0
634200,Tanks vs Aliens,VR Features,K Bros Games,,26,6,0,"0 .. 20,000",0,0,0,0,4.99,4.99,0,0
543910,"World of DASM, DASM Spell Quest",Shane Hillier,World of DASM,,13,0,0,"0 .. 20,000",0,0,0,0,0.99,0.99,0,0
